time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
102720,0.23647130,0.23576102,0.23362398,0.23004038,0.22497310,0.21836034,0.21010177,0.20003256,0.18787021,0.17309156,0.15458402,0.12921001,0.06722074,,,,,,,,0.06062398
102780,0.23633586,0.23562624,0.23349114,0.22991076,0.22484801,0.21824107,0.20998962,0.19992889,0.18777648,0.17300941,0.15451560,0.12915891,0.06720225,,,,,,,,0.06060725
102840,0.23620065,0.23549167,0.23335851,0.22978136,0.22472312,0.21812198,0.20987766,0.19982540,0.18768289,0.17292739,0.15444729,0.12910788,0.06718379,,,,,,,,0.06059056
102900,0.23606567,0.23535733,0.23322610,0.22965217,0.22459844,0.21800309,0.20976587,0.19972206,0.18758945,0.17284550,0.15437907,0.12905692,0.06716537,,,,,,,,0.06057391
102960,0.23593090,0.23522321,0.23309390,0.22952319,0.22447395,0.21788439,0.20965426,0.19961889,0.18749615,0.17276372,0.15431096,0.12900603,0.06714698,,,,,,,,0.06055730
103020,0.23579635,0.23508930,0.23296192,0.22939441,0.22434967,0.21776588,0.20954283,0.19951587,0.18740300,0.17268208,0.15424295,0.12895522,0.06712863,,,,,,,,0.06054073
103080,0.23566202,0.23495561,0.23283016,0.22926585,0.22422558,0.21764756,0.20943157,0.19941302,0.18730999,0.17260055,0.15417504,0.12890448,0.06711031,,,,,,,,0.06052419
103140,0.23552791,0.23482214,0.23269861,0.22913749,0.22410170,0.21752943,0.20932049,0.19931033,0.18721713,0.17251915,0.15410723,0.12885382,0.06709202,,,,,,,,0.06050769
103200,0.23539402,0.23468889,0.23256727,0.22900935,0.22397802,0.21741149,0.20920958,0.19920780,0.18712441,0.17243788,0.15403952,0.12880322,0.06707377,,,,,,,,0.06049123
103260,0.23526035,0.23455586,0.23243615,0.22888140,0.22385453,0.21729373,0.20909885,0.19910544,0.18703183,0.17235672,0.15397191,0.12875270,0.06705555,,,,,,,,0.06047481
103320,0.23512690,0.23442304,0.23230523,0.22875367,0.22373124,0.21717617,0.20898830,0.19900323,0.18693939,0.17227569,0.15390440,0.12870225,0.06703736,,,,,,,,0.06045843
103380,0.23499366,0.23429043,0.23217454,0.22862614,0.22360815,0.21705879,0.20887792,0.19890118,0.18684710,0.17219478,0.15383699,0.12865187,0.06701921,,,,,,,,0.06044208
103440,0.23486064,0.23415805,0.23204405,0.22849882,0.22348526,0.21694160,0.20876772,0.19879929,0.18675495,0.17211400,0.15376968,0.12860157,0.06700109,,,,,,,,0.06042577
103500,0.23472783,0.23402587,0.23191377,0.22837170,0.22336257,0.21682459,0.20865768,0.19869756,0.18666294,0.17203333,0.15370247,0.12855133,0.06698301,,,,,,,,0.06040950
103560,0.23459524,0.23389391,0.23178371,0.22824479,0.22324007,0.21670777,0.20854783,0.19859598,0.18657107,0.17195279,0.15363535,0.12850117,0.06696495,,,,,,,,0.06039327
103620,0.23446286,0.23376217,0.23165385,0.22811808,0.22311777,0.21659114,0.20843814,0.19849457,0.18647934,0.17187237,0.15356834,0.12845108,0.06694693,,,,,,,,0.06037707
103680,0.23433070,0.23363064,0.23152420,0.22799158,0.22299566,0.21647469,0.20832863,0.19839331,0.18638775,0.17179206,0.15350142,0.12840106,0.06692895,,,,,,,,0.06036091
103740,0.23419876,0.23349932,0.23139477,0.22786528,0.22287375,0.21635843,0.20821929,0.19829221,0.18629630,0.17171188,0.15343460,0.12835111,0.06691099,,,,,,,,0.06034479
103800,0.23406702,0.23336821,0.23126554,0.22773918,0.22275203,0.21624235,0.20811012,0.19819127,0.18620499,0.17163182,0.15336788,0.12830123,0.06689307,,,,,,,,0.06032871
103860,0.23393550,0.23323732,0.23113652,0.22761329,0.22263051,0.21612645,0.20800112,0.19809048,0.18611383,0.17155188,0.15330126,0.12825142,0.06687518,,,,,,,,0.06031266
103920,0.23380419,0.23310663,0.23100771,0.22748759,0.22250918,0.21601074,0.20789230,0.19798986,0.18602280,0.17147206,0.15323473,0.12820168,0.06685733,,,,,,,,0.06029665
103980,0.23367310,0.23297616,0.23087910,0.22736210,0.22238805,0.21589521,0.20778364,0.19788938,0.18593191,0.17139236,0.15316830,0.12815201,0.06683950,,,,,,,,0.06028067
104040,0.23354221,0.23284590,0.23075071,0.22723681,0.22226711,0.21577987,0.20767516,0.19778906,0.18584116,0.17131278,0.15310197,0.12810241,0.06682171,,,,,,,,0.06026473
104100,0.23341154,0.23271584,0.23062251,0.22711172,0.22214636,0.21566471,0.20756684,0.19768890,0.18575054,0.17123332,0.15303574,0.12805289,0.06680395,,,,,,,,0.06024883
104160,0.23328107,0.23258600,0.23049453,0.22698683,0.22202580,0.21554972,0.20745870,0.19758889,0.18566007,0.17115398,0.15296960,0.12800343,0.06678623,,,,,,,,0.06023297
104220,0.23315082,0.23245636,0.23036675,0.22686214,0.22190543,0.21543492,0.20735072,0.19748904,0.18556973,0.17107475,0.15290356,0.12795404,0.06676853,,,,,,,,0.06021714
104280,0.23302078,0.23232693,0.23023917,0.22673765,0.22178526,0.21532030,0.20724291,0.19738934,0.18547953,0.17099565,0.15283761,0.12790472,0.06675087,,,,,,,,0.06020134
104340,0.23289094,0.23219772,0.23011180,0.22661335,0.22166528,0.21520587,0.20713527,0.19728979,0.18538947,0.17091666,0.15277176,0.12785547,0.06673324,,,,,,,,0.06018559
104400,0.23276131,0.23206870,0.22998463,0.22648926,0.22154548,0.21509161,0.20702780,0.19719040,0.18529954,0.17083779,0.15270601,0.12780629,0.06671564,,,,,,,,0.06016986
104460,0.23263191,0.23193987,0.22985753,0.22636503,0.22142526,0.21497654,0.20691902,0.19708908,0.18520687,0.17075504,0.15263463,0.12774776,0.06661276,,,,,,,,0.06015434
104520,0.23250269,0.23181123,0.22973061,0.22624097,0.22130521,0.21486163,0.20681040,0.19698789,0.18511432,0.17067241,0.15256335,0.12768931,0.06651000,,,,,,,,0.06013891
104580,0.23237367,0.23168278,0.22960388,0.22611710,0.22118534,0.21474690,0.20670194,0.19688686,0.18502191,0.17058990,0.15249217,0.12763093,0.06640735,,,,,,,,0.06012353
104640,0.23224484,0.23155453,0.22947734,0.22599342,0.22106565,0.21463233,0.20659364,0.19678597,0.18492963,0.17050750,0.15242108,0.12757261,0.06630223,,,,,,,,0.06010820
104700,0.23211622,0.23142648,0.22935100,0.22586993,0.22094615,0.21451794,0.20648550,0.19668523,0.18483748,0.17042521,0.15235009,0.12751436,0.06619216,,,,,,,,0.06009290
104760,0.23198779,0.23129862,0.22922485,0.22574663,0.22082683,0.21440373,0.20637752,0.19658464,0.18474546,0.17034305,0.15227919,0.12745619,0.06608219,,,,,,,,0.06007764
104820,0.23185956,0.23117096,0.22909890,0.22562352,0.22070768,0.21428968,0.20626970,0.19648420,0.18465358,0.17026100,0.15220839,0.12739809,0.06597231,,,,,,,,0.06006242
104880,0.23173153,0.23104350,0.22897314,0.22550060,0.22058872,0.21417581,0.20616205,0.19638391,0.18456184,0.17017907,0.15213769,0.12734007,0.06586252,,,,,,,,0.06004724
104940,0.23160370,0.23091623,0.22884758,0.22537786,0.22046994,0.21406211,0.20605456,0.19628377,0.18447022,0.17009725,0.15206709,0.12728212,0.06575282,,,,,,,,0.06003209
105000,0.23147606,0.23078916,0.22872220,0.22525531,0.22035135,0.21394859,0.20594723,0.19618377,0.18437874,0.17001555,0.15199659,0.12722426,0.06564321,,,,,,,,0.06001697
105060,0.23134862,0.23066228,0.22859702,0.22513295,0.22023293,0.21383523,0.20584005,0.19608392,0.18428740,0.16993397,0.15192618,0.12716646,0.06553369,,,,,,,,0.06000189
105120,0.23122138,0.23053560,0.22847203,0.22501078,0.22011469,0.21372204,0.20573304,0.19598422,0.18419618,0.16985251,0.15185587,0.12710875,0.06542426,,,,,,,,0.05998684
105180,0.23109433,0.23040912,0.22834723,0.22488879,0.21999663,0.21360903,0.20562619,0.19588466,0.18410510,0.16977116,0.15178566,0.12705111,0.06531491,,,,,,,,0.05997183
105240,0.23096747,0.23028282,0.22822263,0.22476699,0.21987875,0.21349618,0.20551950,0.19578526,0.18401415,0.16968992,0.15171555,0.12699354,0.06520566,,,,,,,,0.05995685
105300,0.23084081,0.23015673,0.22809821,0.22464537,0.21976105,0.21338351,0.20541296,0.19568600,0.18392334,0.16960880,0.15164553,0.12693606,0.06509650,,,,,,,,0.05994190
105360,0.23071435,0.23003082,0.22797398,0.22452394,0.21964352,0.21327100,0.20530659,0.19558688,0.18383265,0.16952780,0.15157561,0.12687864,0.06498742,,,,,,,,0.05992699
105420,0.23058807,0.22990511,0.22784994,0.22440269,0.21952618,0.21315866,0.20520037,0.19548791,0.18374209,0.16944691,0.15150578,0.12682131,0.06487844,,,,,,,,0.05991211
105480,0.23046199,0.22977958,0.22772610,0.22428163,0.21940901,0.21304649,0.20509431,0.19538908,0.18365167,0.16936613,0.15143605,0.12676404,0.06476729,,,,,,,,0.05989726
105540,0.23033611,0.22965425,0.22760244,0.22416075,0.21929201,0.21293449,0.20498841,0.19529041,0.18356138,0.16928547,0.15136642,0.12670686,0.06464899,,,,,,,,0.05988245
105600,0.23021041,0.22952912,0.22747897,0.22404005,0.21917520,0.21282266,0.20488266,0.19519187,0.18347121,0.16920493,0.15129688,0.12664972,0.06453078,,,,,,,,0.05986767
105660,0.23008491,0.22940417,0.22735568,0.22391954,0.21905856,0.21271099,0.20477707,0.19509348,0.18338118,0.16912449,0.15122744,0.12659266,0.06441266,,,,,,,,0.05985292
105720,0.22995960,0.22927941,0.22723259,0.22379921,0.21894209,0.21259949,0.20467164,0.19499523,0.18329128,0.16904417,0.15115808,0.12653567,0.06429463,,,,,,,,0.05983821
105780,0.22983448,0.22915484,0.22710968,0.22367906,0.21882581,0.21248816,0.20456636,0.19489713,0.18320150,0.16896397,0.15108882,0.12647876,0.06417670,,,,,,,,0.05982352
105840,0.22970955,0.22903047,0.22698696,0.22355910,0.21870969,0.21237699,0.20446124,0.19479917,0.18311186,0.16888387,0.15101966,0.12642192,0.06405885,,,,,,,,0.05980887
105900,0.22958481,0.22890628,0.22686442,0.22343931,0.21859375,0.21226599,0.20435628,0.19470135,0.18302234,0.16880389,0.15095059,0.12636515,0.06394110,,,,,,,,0.05979425
105960,0.22946026,0.22878228,0.22674207,0.22331971,0.21847799,0.21215516,0.20425147,0.19460368,0.18293295,0.16872401,0.15088161,0.12630846,0.06382344,,,,,,,,0.05977967
106020,0.22933590,0.22865847,0.22661990,0.22320029,0.21836240,0.21204449,0.20414681,0.19450615,0.18284369,0.16864426,0.15081273,0.12625185,0.06370587,,,,,,,,0.05976511
106080,0.22921172,0.22853484,0.22649792,0.22308104,0.21824698,0.21193398,0.20404231,0.19440876,0.18275456,0.16856461,0.15074394,0.12619530,0.06358840,,,,,,,,0.05975059
106140,0.22908774,0.22841141,0.22637613,0.22296198,0.21813174,0.21182364,0.20393797,0.19431151,0.18266555,0.16848508,0.15067525,0.12613883,0.06347101,,,,,,,,0.05973610
106200,0.22896395,0.22828816,0.22625452,0.22284309,0.21801666,0.21171347,0.20383377,0.19421440,0.18257667,0.16840565,0.15060665,0.12608244,0.06335372,,,,,,,,0.05972164
106260,0.22884036,0.22816515,0.22613326,0.22272475,0.21790240,0.21160445,0.20373120,0.19411950,0.18249078,0.16833028,0.15054378,0.12603544,0.06333809,,,,,,,,0.05970705
106320,0.22871695,0.22804233,0.22601218,0.22260658,0.21778830,0.21149560,0.20362877,0.19402474,0.18240500,0.16825500,0.15048100,0.12598850,0.06332244,,,,,,,,0.05969245
106380,0.22859374,0.22791969,0.22589129,0.22248859,0.21767437,0.21138690,0.20352650,0.19393011,0.18231934,0.16817984,0.15041831,0.12594162,0.06330680,,,,,,,,0.05967785
106440,0.22847071,0.22779725,0.22577058,0.22237078,0.21756062,0.21127838,0.20342438,0.19383563,0.18223381,0.16810478,0.15035571,0.12589481,0.06329118,,,,,,,,0.05966329
106500,0.22834788,0.22767500,0.22565007,0.22225316,0.21744705,0.21117002,0.20332242,0.19374129,0.18214841,0.16802984,0.15029319,0.12584806,0.06327559,,,,,,,,0.05964874
106560,0.22822524,0.22755293,0.22552974,0.22213571,0.21733365,0.21106182,0.20322061,0.19364709,0.18206314,0.16795500,0.15023076,0.12580138,0.06326002,,,,,,,,0.05963423
106620,0.22810279,0.22743106,0.22540960,0.22201846,0.21722043,0.21095379,0.20311896,0.19355303,0.18197799,0.16788027,0.15016842,0.12575476,0.06324448,,,,,,,,0.05961975
106680,0.22798054,0.22730938,0.22528964,0.22190138,0.21710738,0.21084593,0.20301746,0.19345912,0.18189297,0.16780565,0.15010617,0.12570821,0.06322897,,,,,,,,0.05960530
106740,0.22785847,0.22718789,0.22516988,0.22178448,0.21699450,0.21073823,0.20291611,0.19336534,0.18180807,0.16773114,0.15004401,0.12566171,0.06321348,,,,,,,,0.05959087
106800,0.22773660,0.22706659,0.22505029,0.22166777,0.21688180,0.21063070,0.20281492,0.19327170,0.18172330,0.16765673,0.14998194,0.12561529,0.06319802,,,,,,,,0.05957648
106860,0.22761491,0.22694548,0.22493090,0.22155123,0.21676927,0.21052333,0.20271388,0.19317821,0.18163865,0.16758244,0.14991995,0.12556892,0.06318259,,,,,,,,0.05956212
106920,0.22749342,0.22682456,0.22481169,0.22143488,0.21665692,0.21041613,0.20261300,0.19308485,0.18155413,0.16750825,0.14985805,0.12552262,0.06316719,,,,,,,,0.05954779
106980,0.22737211,0.22670382,0.22469267,0.22131871,0.21654474,0.21030909,0.20251226,0.19299164,0.18146973,0.16743417,0.14979624,0.12547638,0.06315182,,,,,,,,0.05953349
107040,0.22725100,0.22658327,0.22457383,0.22120271,0.21643273,0.21020221,0.20241168,0.19289856,0.18138546,0.16736019,0.14973452,0.12543021,0.06313648,,,,,,,,0.05951922
107100,0.22713007,0.22646291,0.22445517,0.22108690,0.21632089,0.21009550,0.20231125,0.19280562,0.18130131,0.16728632,0.14967288,0.12538410,0.06312116,,,,,,,,0.05950499
107160,0.22700933,0.22634274,0.22433670,0.22097126,0.21620923,0.20998895,0.20221098,0.19271283,0.18121728,0.16721256,0.14961133,0.12533805,0.06310588,,,,,,,,0.05949078
107220,0.22688877,0.22622275,0.22421841,0.22085580,0.21609773,0.20988256,0.20211085,0.19262017,0.18113338,0.16713891,0.14954987,0.12529206,0.06309062,,,,,,,,0.05947661
107280,0.22676841,0.22610295,0.22410030,0.22074052,0.21598641,0.20977633,0.20201088,0.19252764,0.18104960,0.16706536,0.14948849,0.12524614,0.06307539,,,,,,,,0.05946246
107340,0.22664823,0.22598333,0.22398238,0.22062542,0.21587526,0.20967026,0.20191105,0.19243526,0.18096595,0.16699192,0.14942720,0.12520027,0.06306019,,,,,,,,0.05944835
107400,0.22652823,0.22586390,0.22386464,0.22051049,0.21576428,0.20956436,0.20181138,0.19234301,0.18088241,0.16691858,0.14936599,0.12515447,0.06304501,,,,,,,,0.05943426
107460,0.22640842,0.22574466,0.22374708,0.22039575,0.21565346,0.20945861,0.20171185,0.19225090,0.18079900,0.16684535,0.14930487,0.12510874,0.06302987,,,,,,,,0.05942021
107520,0.22628880,0.22562560,0.22362970,0.22028117,0.21554282,0.20935303,0.20161248,0.19215893,0.18071572,0.16677222,0.14924384,0.12506306,0.06301475,,,,,,,,0.05940619
107580,0.22616936,0.22550672,0.22351250,0.22016678,0.21543235,0.20924761,0.20151325,0.19206709,0.18063255,0.16669920,0.14918289,0.12501745,0.06299967,,,,,,,,0.05939220
107640,0.22605011,0.22538802,0.22339549,0.22005255,0.21532204,0.20914234,0.20141418,0.19197539,0.18054950,0.16662628,0.14912203,0.12497190,0.06298461,,,,,,,,0.05937824
107700,0.22593104,0.22526951,0.22327865,0.21993851,0.21521190,0.20903724,0.20131525,0.19188383,0.18046658,0.16655347,0.14906125,0.12492640,0.06296958,,,,,,,,0.05936431
107760,0.22581215,0.22515118,0.22316199,0.21982464,0.21510193,0.20893229,0.20121647,0.19179240,0.18038378,0.16648076,0.14900056,0.12488097,0.06295457,,,,,,,,0.05935041
107820,0.22569345,0.22503304,0.22304551,0.21971094,0.21499213,0.20882750,0.20111784,0.19170110,0.18030109,0.16640816,0.14893996,0.12483561,0.06293960,,,,,,,,0.05933654
107880,0.22557493,0.22491507,0.22292922,0.21959742,0.21488249,0.20872287,0.20101935,0.19160994,0.18021853,0.16633566,0.14887943,0.12479030,0.06292465,,,,,,,,0.05932270
107940,0.22545659,0.22479729,0.22281309,0.21948407,0.21477302,0.20861840,0.20092102,0.19151892,0.18013609,0.16626326,0.14881900,0.12474505,0.06290973,,,,,,,,0.05930889
108000,0.22533844,0.22467969,0.22269715,0.21937089,0.21466372,0.20851409,0.20082283,0.19142803,0.18005377,0.16619097,0.14875864,0.12469987,0.06289484,,,,,,,,0.05929512
108060,0.22522048,0.22456228,0.22258140,0.21925790,0.21455460,0.20840995,0.20072479,0.19133729,0.17997158,0.16611879,0.14869838,0.12465475,0.06287998,,,,,,,,0.05928137
108120,0.22510269,0.22444504,0.22246582,0.21914507,0.21444563,0.20830595,0.20062690,0.19124667,0.17988950,0.16604671,0.14863820,0.12460969,0.06286514,,,,,,,,0.05926765
108180,0.22498508,0.22432798,0.22235041,0.21903241,0.21433682,0.20820211,0.20052915,0.19115618,0.17980754,0.16597473,0.14857809,0.12456468,0.06285033,,,,,,,,0.05925396
108240,0.22486765,0.22421110,0.22223517,0.21891992,0.21422818,0.20809842,0.20043154,0.19106583,0.17972569,0.16590284,0.14851808,0.12451974,0.06283555,,,,,,,,0.05924030
108300,0.22475039,0.22409439,0.22212011,0.21880761,0.21411971,0.20799489,0.20033408,0.19097560,0.17964397,0.16583107,0.14845814,0.12447486,0.06282080,,,,,,,,0.05922667
108360,0.22463332,0.22397787,0.22200523,0.21869546,0.21401139,0.20789151,0.20023677,0.19088551,0.17956236,0.16575939,0.14839829,0.12443004,0.06280607,,,,,,,,0.05921308
108420,0.22451643,0.22386152,0.22189052,0.21858348,0.21390324,0.20778829,0.20013960,0.19079556,0.17948087,0.16568781,0.14833852,0.12438527,0.06279138,,,,,,,,0.05919951
108480,0.22439971,0.22374535,0.22177599,0.21847168,0.21379526,0.20768523,0.20004257,0.19070573,0.17939950,0.16561634,0.14827883,0.12434057,0.06277670,,,,,,,,0.05918596
108540,0.22428317,0.22362936,0.22166163,0.21836004,0.21368743,0.20758232,0.19994569,0.19061604,0.17931825,0.16554497,0.14821923,0.12429593,0.06276206,,,,,,,,0.05917245
108600,0.22416681,0.22351354,0.22154744,0.21824857,0.21357977,0.20747956,0.19984895,0.19052648,0.17923711,0.16547370,0.14815971,0.12425135,0.06274744,,,,,,,,0.05915897
108660,0.22405063,0.22339790,0.22143343,0.21813727,0.21347227,0.20737695,0.19975235,0.19043705,0.17915609,0.16540253,0.14810027,0.12420682,0.06273286,,,,,,,,0.05914552
108720,0.22393463,0.22328244,0.22131959,0.21802614,0.21336494,0.20727450,0.19965590,0.19034775,0.17907519,0.16533146,0.14804091,0.12416236,0.06271829,,,,,,,,0.05913210
108780,0.22381880,0.22316715,0.22120593,0.21791518,0.21325776,0.20717221,0.19955959,0.19025858,0.17899440,0.16526049,0.14798164,0.12411795,0.06270376,,,,,,,,0.05911870
108840,0.22370315,0.22305204,0.22109244,0.21780439,0.21315075,0.20707006,0.19946342,0.19016954,0.17891373,0.16518962,0.14792245,0.12407361,0.06268925,,,,,,,,0.05910534
108900,0.22358767,0.22293710,0.22097912,0.21769376,0.21304389,0.20696807,0.19936740,0.19008063,0.17883318,0.16511886,0.14786334,0.12402932,0.06267477,,,,,,,,0.05909200
108960,0.22347237,0.22282234,0.22086597,0.21758330,0.21293720,0.20686623,0.19927152,0.18999185,0.17875275,0.16504819,0.14780431,0.12398509,0.06266031,,,,,,,,0.05907869
109020,0.22335725,0.22270775,0.22075299,0.21747301,0.21283067,0.20676454,0.19917577,0.18990320,0.17867242,0.16497762,0.14774536,0.12394092,0.06264588,,,,,,,,0.05906541
109080,0.22324230,0.22259334,0.22064018,0.21736288,0.21272429,0.20666300,0.19908017,0.18981468,0.17859222,0.16490715,0.14768649,0.12389681,0.06263148,,,,,,,,0.05905217
109140,0.22312752,0.22247910,0.22052755,0.21725292,0.21261808,0.20656161,0.19898471,0.18972629,0.17851213,0.16483678,0.14762770,0.12385276,0.06261711,,,,,,,,0.05903894
109200,0.22301292,0.22236503,0.22041508,0.21714312,0.21251203,0.20646038,0.19888939,0.18963803,0.17843215,0.16476651,0.14756900,0.12380877,0.06260276,,,,,,,,0.05902575
109260,0.22289849,0.22225113,0.22030278,0.21703349,0.21240613,0.20635929,0.19879422,0.18954990,0.17835229,0.16469634,0.14751037,0.12376484,0.06258844,,,,,,,,0.05901259
109320,0.22278423,0.22213741,0.22019066,0.21692403,0.21230039,0.20625836,0.19869918,0.18946189,0.17827254,0.16462627,0.14745183,0.12372096,0.06257414,,,,,,,,0.05899945
109380,0.22267015,0.22202386,0.22007870,0.21681472,0.21219481,0.20615757,0.19860428,0.18937401,0.17819291,0.16455630,0.14739336,0.12367714,0.06255987,,,,,,,,0.05898634
109440,0.22255624,0.22191048,0.21996691,0.21670559,0.21208939,0.20605693,0.19850952,0.18928626,0.17811339,0.16448642,0.14733498,0.12363338,0.06254563,,,,,,,,0.05897326
109500,0.22244250,0.22179727,0.21985529,0.21659661,0.21198412,0.20595645,0.19841490,0.18919864,0.17803399,0.16441664,0.14727668,0.12358968,0.06253141,,,,,,,,0.05896021
109560,0.22232893,0.22168423,0.21974383,0.21648780,0.21187901,0.20585611,0.19832041,0.18911114,0.17795469,0.16434696,0.14721845,0.12354603,0.06251722,,,,,,,,0.05894719
109620,0.22221554,0.22157136,0.21963255,0.21637915,0.21177406,0.20575592,0.19822607,0.18902377,0.17787552,0.16427738,0.14716031,0.12350245,0.06250306,,,,,,,,0.05893419
109680,0.22210231,0.22145866,0.21952143,0.21627067,0.21166927,0.20565588,0.19813186,0.18893653,0.17779645,0.16420790,0.14710224,0.12345892,0.06248892,,,,,,,,0.05892123
109740,0.22198925,0.22134613,0.21941048,0.21616235,0.21156463,0.20555598,0.19803779,0.18884941,0.17771750,0.16413851,0.14704426,0.12341544,0.06247481,,,,,,,,0.05890829
109800,0.22187637,0.22123377,0.21929969,0.21605419,0.21146014,0.20545623,0.19794386,0.18876242,0.17763866,0.16406922,0.14698635,0.12337203,0.06246072,,,,,,,,0.05889538
109860,0.22176367,0.22112160,0.21918909,0.21594620,0.21135583,0.20535665,0.19785008,0.18867557,0.17755994,0.16400003,0.14692853,0.12332868,0.06244666,,,,,,,,0.05888249
109920,0.22165113,0.22100958,0.21907864,0.21583837,0.21125166,0.20525720,0.19775643,0.18858883,0.17748133,0.16393094,0.14687078,0.12328538,0.06243262,,,,,,,,0.05886964
109980,0.22153875,0.22089772,0.21896835,0.21573069,0.21114764,0.20515789,0.19766291,0.18850221,0.17740282,0.16386194,0.14681311,0.12324213,0.06241861,,,,,,,,0.05885681
110040,0.22142654,0.22078604,0.21885822,0.21562317,0.21104377,0.20505873,0.19756953,0.18841572,0.17732443,0.16379303,0.14675552,0.12319895,0.06240463,,,,,,,,0.05884401
